"incidencerate","medincome","povertypercent","studypercap","medianage","pctunemployed16_over","pctprivatecoverage","pctbachdeg25_over","target_deathrate"
421.7,37131,19.8,0,43.7,6.9,58.3,11.1,152.8
524.2,40357,18.8,356.7606136,44.9,11.5,59.3,11.2,194
430.4,31217,27.7,0,44.8,13.5,50.8,7.4,175.3
381.2,33521,25.6,0,42.6,12.1,54,9.4,161.4
419.2,47387,15.7,57.01950882,50,11.4,62.7,16.8,169.2
475.7,47296,13.9,343.6317532,41.1,7,64,22.2,162.7
493,39275,20.5,22.51187501,42.9,11.6,57.5,10.7,188
499.6,55250,12.2,152.4684644,37.4,9.2,70.1,18.9,173.6
453.4,38653,18.8,12.30209013,42.8,12.2,55.5,9.7,195.5
417.4,61730,9.7,0,41.1,9.3,76.5,14.5,143.8
501.8,48824,14.7,72.59106549,46.4,10.2,65.2,15.7,191.5
487.1,42730,19.9,0,44.9,10.9,57.8,7.6,188.2
444.3,45080,16.2,83.84067692,40.8,8.2,65,14.6,176.4
427.6,56797,13.9,0,46.3,9,66.5,19.1,146.8
457.2,34620,21,73.58893222,50,8.4,51.8,11.6,179.9
437.7,38887,23.2,0,44.5,12.7,56,12,189
463.1,37072,18.5,0,50.5,12.3,55.3,12.3,163.6
481.6,39444,21.1,113.5436988,41.4,12.6,58.4,9.8,194.3
417.5,34321,24.3,0,41.5,9,50.7,8.2,193.6
450.8,42582,17.6,33.96760108,31.1,12.6,65.6,15.3,186.1
400.5,58024,11.2,0,42.6,6.6,71.4,15.6,199
442.5,54642,11,56.08053164,45,6.4,65.4,20.2,163.2
488.6,43346,16.9,42.52165567,41.5,11,63,13.5,177.5
491.1,47592,13.8,47.90074965,43.8,7.2,68.1,16.5,169.3
410.9,34109,27.7,0,38.8,11.3,49,7.3,164.5
446.1,31615,25.9,0,39.9,15.4,50.6,7.1,192.1
490.7,45944,19.7,341.4458334,37.7,9.5,65.3,20.9,179.9
472.1,48166,15.4,0,40.2,9.9,60.4,13.6,183.4
482.3,42056,16.7,768.3586173,39.8,11.2,60.9,13.5,193.5
370.9,48413,15.6,0,43.2,12.2,65.5,8.8,171.5
405.8,33824,20.6,580.3156917,44.6,11.1,49.8,9.7,160.7
519.2,49342,15.9,34.08664826,41.4,8.3,64.6,12.6,188.4
440.8,37263,28.3,0,39,11.9,53.7,7,183.2
500.9,44828,17.3,183.5394127,36.9,8.8,65.3,22.4,163.9
472.6,31674,23.5,0,42.1,14.1,54.2,8.5,199.5
468.2,45380,20.5,0,33.6,11.3,64.5,13,182.9
453.4,42812,15.2,0,46.8,7.3,61.6,14.7,157.6
468,47286,12.9,816.652612,46.3,6,64.4,18.3,151.8
434.1,30056,25.8,0,41.7,13.7,54.2,9,184.3
424.7,44175,19.5,0,31.4,13.1,60.7,14.8,191.8
521.3,28341,25.7,0,40.7,9.3,50.3,4.7,240.8
435,38338,20.3,108.8968747,43,7.1,61.7,7.2,211.2
562.7,29067,27.8,0,44.8,10.2,49.7,9.6,185.7
524.8,43390,15,90.67187862,39.1,6.8,68.6,11.8,199.4
490.6,38544,19.9,0,42.5,8.9,63,8.7,202.5
343.2,30556,32.4,0,41.7,6.2,48.5,4.4,163.8
549.3,30333,29.8,0,42.7,11.8,49.2,4.3,258.6
496,48552,19.8,241.662639,34.1,6.9,72.4,23.6,176
528.5,35878,19.3,0,40.4,9.7,52.7,7.1,191.3
550.3,30127,31.1,0,40.5,9.7,46.2,6,248.2
512.2,49400,12.9,0,40.7,8.7,71.9,16.5,215.7
495.8,30671,31.2,0,42.8,12,54.5,7.9,240.2
516,45483,16.7,0,37.8,6,59.7,7.1,234.4
516.6,43647,18,0,41.8,11.4,61.6,9.9,204.6
513.7,46226,16.9,40.39261623,36.7,6.8,67.3,7.7,205.4
502.7,39247,17.7,0,40.3,7.2,61.5,10.5,201.1
544.2,35726,21.7,0,39.7,9.3,57.5,4.5,230.6
435.4,33640,21.5,0,44.2,9,59.7,6.2,195.3
531.3,42452,16.4,0,42.9,10.1,61.9,10.9,211.9
417.3,50358,13.8,0,41.6,5.9,70,7.2,223.6
512.4,50407,14.3,112.7406308,35.7,8.2,72.2,13,202.2
504.8,26351,34.2,0,41,9.8,45.2,6.6,277.1
500.9,41406,18.5,0,41.9,8.1,59.2,9.1,196.4
519.5,38038,23,0,40.9,9.6,54.2,5.9,243.5
477.1,43040,18.1,0,40.1,8,65.5,10,202.4
564.5,43799,18.3,256.0819462,41.3,6.6,65.2,6.9,233.2
429.2,41588,18.4,0,47.7,8.8,58.9,5.3,197.8
492.4,42477,16.9,281.2513522,40.8,6.7,65.9,8.5,196.7
447.9,45168,14.6,0,42.3,8.6,73.7,9,211.7
396.8,54086,11.1,87.44316194,41.2,6.4,73.6,12.9,185.8
469.1,44762,13,0,41.7,6,66.4,9.1,208.3
427.8,46466,11.8,0,40,4.3,73.4,10.5,170
487.6,40234,20,0,40,8.8,65.3,10.6,202.3
445,41077,15.5,92.47557104,42.3,7,65.7,8.5,197.4
397.9,89861,4.9,129.1585001,36.1,4.3,86.4,35.5,146.5
456.4,68334,6.9,27.57859901,39.8,5.5,81.4,18.4,184.8
438.5,56787,10,101.0662489,41.7,7.9,73.1,10.4,183.5
455.2,70358,6.4,113.7857793,37.4,5.3,82.3,23.5,167.4
468.4,41955,15.5,0,42.2,10.6,67.4,10.2,191
422.9,47433,16.8,0,41.5,9.2,68.3,12.1,172.2
466.3,49832,10.7,54.6000546,39.8,7.4,71.7,11.2,195.8
489.6,48368,14.9,0,38.3,7.3,70.3,9.8,220.4
474.1,55190,10.3,0,38.8,6.3,73.7,9.7,204.7
484.2,38663,19.9,0,39.5,8.2,65.1,6.6,202.5
453.4,45964,16.2,0,40.7,9.2,68.1,10.7,169.5
479.5,43783,17.5,0,39.4,9.7,65.9,6.8,206
430.4,58833,10.2,13.36603557,37.3,6.3,76.4,19.4,165.1
487.1,44077,17.4,26.36644079,39.2,6.1,66.2,9.7,183.5
447.8,54068,12,0,37.9,6.5,70.2,13.5,187.2
405.3,52003,10.9,0,31.1,5.5,43.1,5.9,167.5
478.8,50774,17.6,94.28837896,38.1,10.5,64.7,13.8,195.2
476,46243,17.9,1127.30421,39.9,9.8,66.2,10.9,192.5
466.2,45232,12.5,0,41.9,6.3,66.2,9,197.2
468.7,44730,16.7,215.8445303,39.8,9.3,64.7,11.9,195.2
448.5,42700,21.3,692.2110285,34.1,10.1,59.1,18.5,201
448.8,52508,10.9,704.2704398,39.5,8.3,65.7,11.5,163.7
527.7,48381,13.5,0,42.5,6.1,68,6.6,194.4
424.4,41065,17.1,0,40.1,9.4,65.3,7.7,183.5
428.7,43841,24,69.10611244,28.4,6.9,76.6,22.3,168.5
420,46945,12.3,0,40.2,6.9,67.1,10.6,171
490.3,54849,11.5,86.14748449,40.9,7.3,72.2,10.2,200.8
427.8,51285,11.5,0,43,8.9,66.1,6.5,194.1
416.9,50997,11.1,0,37.9,8.8,70.4,10,186.5
535.7,51403,11.1,0,46,7.7,74.2,9.2,195.6
475.2,39572,18,0,40.9,6.8,62.6,7.1,201.5
494.2,46001,15.4,0,43.9,8,62.3,6,215.1
425,42056,17.5,0,41.8,7.8,62.1,9.1,171.8
451.1,44623,15.5,206.7504006,41.4,5.6,72.7,6,208.1
412.1,47217,11.3,0,43.4,5.1,73,7.4,174.1
476.7,63030,10,17.89036783,39.2,7.3,77.3,16.6,178.4
450.8,59975,10.7,0,42.5,5.3,80.6,14.1,168.7
463.7,43770,14.2,0,41.3,7,65.6,8.1,183.2
444.2,49467,13.5,0,37.5,7.3,73.9,8.7,197.1
497.2,41577,16.1,0,42.2,7.8,60.9,7.3,198.5
452.9,52491,10.7,34.84199157,40.4,7.4,75.1,11.6,201.4
480.1,47418,14.4,119.9616123,41.3,6.9,66.7,8.7,222
459.6,46388,17.2,972.2806874,36.5,8.5,68.4,16.9,180.3
475.7,41649,17.6,0,40.3,11,65.6,8.3,217
484.7,54831,11.8,0,41,8.3,69.2,9.2,184.1
441.7,54468,9.3,0,42.7,5.6,77.9,9.1,174.6
493.9,43740,15.5,0,41.6,11.5,65.6,7.6,222.9
406.2,50078,12.8,0,41.7,6.9,70.2,13.7,172.6
442.8,43933,16.9,0,40.8,6.8,63.7,9.4,206
475,47606,17.4,0,40.1,9.6,61.4,6.5,232.3
452.2,46276,22.1,349.7895881,27.9,6.5,75.1,19.8,169.1
425.7,55008,9.5,0,43.8,6.2,71.6,13.3,159.2
479,47410,13.8,0,42.1,7.7,67.7,12.2,192.3
431.1,42622,17.7,87.97154121,37.8,6.2,68.4,15.8,182.7
504.9,44388,13.9,0,42.9,6.5,68.8,9.7,209.6
482,41260,20.2,185.3636835,36,8.9,63.7,13.8,201.2
452.3,45151,15.2,0,42.4,7,70.6,11,185.3
456.2,55925,9.9,0,44.1,5.5,77.8,12.4,177.2
449,65793,8.2,113.091103,40.6,5,79.9,17,165.1
511.2,43573,16.2,0,40.7,10.1,65,6.2,205.3
477.6,40929,17.8,776.1078193,40.9,9,59.8,10.2,202.8
412.6,51182,10.7,0,41.2,4.1,72.7,11.8,157
460.9,50731,11.2,288.1488495,42,6,71.6,10.3,206.3
461.3,59266,9.4,0,41,5.3,75.9,11.5,179.7
440.7,48216,10.3,138.3508578,45.9,3.2,75.5,11.9,178.9
533.1,51929,12.2,0,46.8,3.2,75.2,11.1,171.3
428.5,45229,12.4,144.0299582,45.1,6,72.2,11.6,142.4
489.7,40422,17.5,0,44.7,6.6,65.2,12.9,176.1
477.8,50014,11.1,0,47.8,2.6,73,10.4,176.9
445.9,61931,8.8,233.8451945,41.4,4.7,80.5,16.3,163.2
488.7,51331,14.5,172.3427373,34.7,6.6,75.7,17.9,170.9
434.9,54186,10.4,900.7994595,41.3,4.7,78.7,17,171
430.9,62438,7.6,242.6988108,38.6,3.9,86,20.3,129.8
482.7,55781,10.7,0,38.4,3.9,77.5,13.1,188.1
426.3,50719,12.4,0,35.9,3.7,70.7,12.3,149.1
444.5,52273,9.9,0,43.5,4,79.6,11.1,156.6
528.1,49456,13.7,407.4149521,46,4,74.3,13.1,181.5
443.1,52367,9.9,0,42.3,3.3,80.6,15.2,176.6
470.8,46159,13.1,0,44.7,3.2,68.6,14.6,218.8
500.8,61423,7.9,0,42.1,3,81.4,15.5,147.9
493.5,49569,12,511.4257154,44.2,4.4,73.8,16,154.2
438.1,52894,9.6,777.6049767,46.6,3.7,78.5,14.4,135.4
467.7,50788,9.8,247.9953708,44.1,3.8,75.7,11.2,161.9
457.8,45413,14.4,0,39.6,5,67.2,9.7,198.5
477.7,51514,11.5,121.1607197,42.2,3.8,74.2,15.1,171.5
456.7,49018,10.8,56.67649059,45.4,4.2,74.2,12.3,168.3
483.1,48528,12.9,20.93451683,42.1,4.8,74.3,13.9,191.8
461.2,50370,11.6,234.000234,38,4.8,67.8,10.6,148.6
438.9,79173,6.2,0,34.7,2.6,85.2,32.5,132.6
427.3,46750,15.4,0,38,4.2,57.2,11.8,158.6
458.3,36742,21.3,0,37.4,7.5,62.2,13.9,209.1
451.7,55958,8.9,57.46135724,43.1,3.6,80.1,9.9,154.1
508.3,45292,15.7,0,42.1,6.3,69.8,13.8,170.1
528.4,56551,7.4,0,48.7,3.8,77.2,19,156.1
443.8,33370,23.8,0,47.5,10.6,61.8,9.2,210.3
464.8,28716,32.3,0,47.9,12.1,51.4,6.3,234.9
482,34010,28.2,0,36.2,7.9,57.2,6.9,216.4
381.3,32815,25.4,960.3841537,42.6,20.6,49.5,6.6,161.2
326.4,29244,33.7,0,40.3,4.4,41.8,5.4,159.8
529.5,34604,29.8,0,41,14.4,40.5,6.2,218.9
463,36973,24.5,221.9115461,39.4,10.5,53.8,10.5,199
493.1,36303,28.6,0,35.1,5.8,47.9,8.7,183.9
467.9,34008,24.5,0,34.9,9.6,46.3,10.5,201.3
550.7,39453,18.1,0,52.4,10,61.9,13.9,193.1
404.5,32536,27.1,0,42.8,5.4,51.8,10.5,193.7
483.7,41141,19.5,0,36.1,11.9,62.4,11.1,186
486.8,32171,31.7,0,38,12.5,44.7,7.9,197
490.1,36886,28.1,0,45.6,6.7,54.7,6,189.8
471.7,40667,15.1,0,53.3,13,59.5,12.2,159.3
480.2,34867,25.9,0,41.5,11.1,51.6,6.9,189.5
420.9,39078,20,0,40.4,8.4,59.8,9.7,212.7
472.9,52082,15.6,0,38.5,7.9,68.9,12.5,193.3
405.3,34288,28.8,28.27254736,37.9,7.2,50.2,7.3,180.1
397.1,31623,28.9,0,44.3,16.4,52.9,8.1,194.6
463.6,36137,30.2,0,40,12.2,56.9,9.4,186.4
482.8,41093,25.5,0,37.3,11.3,53.3,7.8,205.6
295.7,33893,22.8,0,41,5.8,56.1,4.3,143.1
340.7,30264,38.9,0,38.4,10,43.4,4,179.9
469,42126,16.9,0,43.9,6.8,63.2,12.6,144.6
415.7,43731,20.7,0,34.8,10.3,54.4,8.5,182.8
451.7,32722,30.7,0,39.4,6.7,51.8,5.7,195
481.7,32042,26.7,0,44.4,8.9,55.2,8.7,210
463.9,34512,23.2,327.689787,41.6,7.3,60.5,3.9,178
434.6,40382,22.6,0,40.4,9.8,48.9,6.5,160
402.7,51887,18.1,0,41.1,8.1,63.9,17.3,147.6
425.2,73985,9.8,708.9116604,36.9,5.6,79.2,21.6,135
392.2,58883,12.3,655.1892382,41.6,5.4,72.8,18.8,149.4
418.3,64916,13.1,103.2574695,40,6.9,72.3,17.6,139.9
469,57908,11.6,414.5450023,35.8,6.6,76.1,24.8,151.6
431.7,40777,14.9,0,51.3,11.3,58.4,13.1,121
378.7,44324,17.4,11.94115399,32.7,7.2,71.2,17.3,151.5
363.9,45504,13.4,0,39.5,3.3,71.6,15.6,143.2
468.9,46277,15.7,0,45.4,10.1,56.2,8,222.2
422.8,47292,15,22.22716159,32.9,7.1,65.8,12.6,155.8
380.7,63490,10.6,46.31344943,43,4.1,68.6,30.6,94.4
507.4,50874,15.6,0,52,10.5,67.9,17.5,163.9
454.1,45193,16.2,501.6842256,47.2,6.2,62.9,14.5,175.5
420.4,51440,15.5,36.33423866,32.4,5.6,70,19.1,137.4
394.4,42720,16.7,0,43.7,4.7,51.5,10,161
351.1,42907,14.8,0,40.9,6.8,61.7,11.3,107.2
458.6,43489,18,106.0353387,32.8,9.4,58,12.5,154.8
431.8,55770,11.5,0,36.8,1.5,78.4,14.6,184.5
345.3,45078,15.6,0,31.7,5.7,61.6,12.5,133.7
439.7,41304,16.6,0,50.2,7.3,62,12.1,164.7
447.3,42704,15.7,489.3564962,52,3.3,68.5,18.3,160.5
498.1,45049,14.4,0,30.8,8.4,68.7,11.2,180
360,50545,10.8,0,32.4,5,69.1,14.1,136.3
383.5,45578,15.1,0,36.3,6,67.4,14.9,140.9
533,41688,15.9,0,44.7,14.2,56.9,11.7,190
460.6,44669,17.1,0,36.3,3.8,50.5,8.9,151.5
375.5,39551,16.3,0,48.9,6.4,63.1,14.9,162
402.5,52428,11.5,0,31.1,6.1,68,15.3,136.4
441.3,46513,15.7,0,32.1,6.6,50.8,10.4,147.6
475.2,49061,12.9,525.454618,39.4,7.9,67.8,15.7,173.4
395.9,43482,19.9,0,28.5,7.6,80.5,27.8,148.9
435.5,37869,18.2,0,51.2,6.1,63.2,15.5,142.6
538.6,39918,13.7,0,48.2,6.5,56.4,11.1,185.6
460,44046,14.1,0,33.8,6,51.1,8.2,145.9
376.2,36065,27.1,0,23.2,10.2,76,23.3,125.2
405.3,46332,16.8,0,35.5,4.8,55.7,9.2,163.5
466.9,46214,14.6,449.4606472,41.6,6.1,69.8,16.7,180.1
349.5,46503,13.9,0,39,6.7,74.6,10.1,141
446.4,38478,23.6,0,37.5,11.7,48.7,6.9,152.5
457.5,45533,14.2,960.8665269,38.5,10.1,59.4,11.4,166
385.5,48048,15.7,0,34.2,9.4,60.6,9.5,114.3
497.6,36577,18.9,0,47.1,11.8,59.9,9.7,225.1
376.2,57644,11.6,0,35.2,8.5,67.5,30.3,114.2
471.4,44236,14.5,461.3050076,34.5,5.9,65,12,165.4
410.8,49380,11.7,0,49.4,5.7,59.7,21.1,131.6
481,35955,17.8,0,44.9,9.7,54.7,10,173.6
467.4,46061,14.2,253.6821214,40.6,6.8,68.1,14.1,167.4
398.4,30699,35.6,0,39.7,13.9,39.5,6.1,181.1
492.1,49886,16.2,0,40.1,6.4,68.1,10.4,171.7
447.8,58792,10.2,0,38.2,9.7,71.2,12.6,163.7
520.2,50225,14.2,0,37.7,5.4,77.6,9.5,165.8
486.3,52138,13.1,2768.928454,43.4,7.6,70.1,11.3,172.2
493,49689,12.1,0,46.9,5.4,70.3,10.2,152.3
502.6,50750,12.6,0,47.5,8.1,70.5,11.2,194.4
448.2,46289,13.2,0,39.2,8.5,69.9,9.8,195.3
450.2,47966,22.6,588.9084128,29.3,6.5,77.3,22.3,152.5
535.2,46870,14.4,0,42,5.4,70.2,9.6,196
467,50645,13.9,0,43.4,8.5,63.6,12.1,199.1
521,45709,13.6,0,42.8,6.7,62.2,11.1,190
475.8,60556,9.9,0,40.1,4.9,80.2,15.2,167
464.1,41319,22.9,476.0000762,33.3,9.7,69.2,14.1,176.1
470.8,55058,17.1,371.1187168,35.9,10.7,61.5,21.5,177
536.7,45889,15.2,0,42.4,6.8,68.1,11.9,191.5
489,49567,12.2,0,41.6,7.4,68.1,9.8,201.4
485.5,56536,14.7,19.16590003,30.3,10.4,73.3,18.6,171.7
512.9,55193,10.9,0,42.8,7.7,72.5,13.7,195.5
475.1,52526,10,0,38.3,6.1,64.6,13.5,177.5
461.9,80037,7.9,214.1933052,38.8,7,79,28.3,152.7
461.5,45485,15.1,0,43.4,9.6,67.2,12.5,177
517.6,46894,11.6,0,43.7,8.3,69.3,8,189.9
480.8,86413,6.3,47.07255764,38,6.2,79.6,31.1,129.9
493.5,38055,24.4,0,40.9,8.4,53.3,8,198.3
476.5,55516,17.4,267.1780653,34.8,9.9,67.8,30,165.3
408.2,40010,19.7,0,45.1,10,51.5,10.9,136.4
488.4,39643,19.4,0,40,7.1,66.6,5.1,211.1
449.1,46737,19.3,23.92945596,40.5,9.3,58.7,16.4,168.9
478.8,43880,17.8,0,37,8.3,56.1,8.1,191.7
434.1,35237,26.2,0,39.1,10.5,44.2,7.4,199.1
464,42823,24.4,0,47.6,6.8,54.8,12.7,177.8
477,40994,15.3,0,38.8,7.7,60.3,10.1,180.5
482.4,52238,16.8,258.3512026,35.6,7.5,61.5,14.2,153.5
349.7,26309,35.3,0,43.9,14.6,54.8,5.9,160.6
500.5,40387,18.8,138.6289596,40.3,12.3,58,8.4,213.9
417,66249,9.5,59.91432252,43.1,8,73.7,15.7,139.4
425.6,38564,21.4,0,43.2,6.2,55.6,8.4,166.4
475.7,41348,19,0,40.1,12.1,53.3,6.7,178.8
477.6,60388,13.7,13.77796353,36.3,10.3,69.1,17.9,175.9
437.6,53027,17.2,6.665200323,34.8,9.7,69.3,14.3,174
434.9,35955,25.3,0,39,6.8,48.5,5,192.8
493.1,51931,13.5,0,38.3,7.9,67.6,13.1,213.2
476.7,41818,18.2,0,39.9,12.7,55.5,7.3,169.3
411.6,35235,24.8,0,36.1,6.6,45.8,5.7,171.6
461.6,30835,26.4,0,38.4,17,43.3,7.3,211.2
409.5,30678,34.6,0,40.7,10.3,44.9,7.5,215
384.8,29818,30.4,3935.376968,39.6,9,52.2,5.1,167.8
472.1,51749,14.5,0,39.4,9.5,65.1,12.2,162.1
506.7,40339,21.3,0,38.6,15.6,58.4,11.4,204.1
429.4,37113,23.9,0,33.6,14.6,46.9,7.7,209.2
451.7,35807,25.4,62.8522344,38.5,6.6,57.4,7.7,169.7
520.4,64533,11.8,0,36.7,7.2,73.5,13.7,192.8
425.5,41682,17.2,0,27.6,12.9,69.5,12.7,170.3
383.2,39484,17.9,0,47.2,9.3,58.6,7.4,196.7
366.5,43193,21.9,0,31.2,15.6,60.5,10.8,180.9
485,38887,24.5,70.88114119,29.4,13,58.5,14.2,180.9
536.1,44653,18.6,0,36,8.2,66.3,18,158.1
467.6,37413,27.6,0,38.2,9.5,54.9,9.2,219.5
351.3,37603,23.3,0,47.6,8.8,54.3,7.9,143.9
460.3,29430,34.1,0,40.5,18.7,49.2,5.3,214.9
534,45557,19.7,0,40.2,8.7,59,8.8,227.2
456.9,37243,23.6,0,42.1,12.8,51.2,5.9,173.9
450.6,35276,25.1,0,41,6.5,52.6,8.1,200.8
511.7,32711,32.6,0,37.6,13.5,46.6,7.6,179.7
461.6,53542,14.8,0,41.9,10.5,66.2,12.2,139.2
437,36436,22.4,0,38,6.7,54.3,8.2,163.1
471.5,50295,15,3657.320182,43.2,6.9,66.2,13.9,172.3
453,40976,18.7,0,37.2,11.1,53.2,6.4,204
504.8,41783,21.9,174.4948374,33.5,11,62.4,15,190
465.6,80631,7.9,0,39.7,5,80.6,22.2,140.8
455.9,46840,15.8,0,42.4,5.3,62.2,10,150.6
495.4,63964,10.7,6.568662226,35.1,8.7,72.3,15.2,173.2
487.9,40550,21.7,2844.311377,34.7,11.3,60.9,13.2,222.3
512.6,51047,12.3,263.9480022,44.7,8.3,68,15.9,176.4
469.3,40526,18.9,0,39,8.9,54.2,7.7,219.8
472,50395,13.7,0,38.9,10.4,65.2,9.7,224.3
341.5,36128,23.9,0,41.3,7.4,54.2,6.2,127.1
438.7,42125,18.9,0,45.6,6.3,61.9,12.4,186.9
527.2,29477,29.5,0,49.2,11.2,48.8,6.3,250
466.6,38449,20.6,0,47.8,7.3,50.8,15.5,169
374.8,25807,36.3,0,39.2,10.4,41.8,7.1,127
453.5,36012,26,535.2019148,33.3,12,56.6,12.7,197.6
437.7,48287,17.3,0,37.5,11.2,62.2,17.4,162.1
358,39601,20.1,0,38.4,12.4,51.7,9.4,151.3
475.8,34012,26.2,353.0574778,40,9.8,52,9.1,214.9
446.2,37672,26.4,0,45.1,9.4,51.1,9,180.1
511.1,35555,27.4,0,38.2,12.4,54.3,10,196.2
476.6,36870,20.9,0,41.2,10.6,59.1,8.4,213.1
512.8,27635,39.4,0,38,14.5,41.3,8.7,228.8
460,34017,33.9,0,34.6,14.4,49.3,9.3,181.7
453.5494221,46495,12.8,0,49.2,3.3,76.1,13.4,178
453.5494221,49513,17.9,45.60171462,30.1,4.9,79.5,21.6,151.9
453.5494221,52272,8.9,1896.258839,43.5,3.2,81.5,15.3,161.5
453.5494221,53291,12.1,0,41,5.4,73.1,16.8,187.8
453.5494221,88500,4.8,638.0328334,36.9,3.8,87.5,32,148.8
453.5494221,45179,15.7,0,48.3,7.4,61.7,14.2,168.1
453.5494221,51274,11.5,0,43,2.6,68.5,11.8,167.2
453.5494221,75122,6.2,0,40.2,5.5,80.1,15.6,149
453.5494221,55560,13.3,0,32.4,4.3,78.8,22.8,161
453.5494221,43674,17.8,0,42.5,7.4,57.6,11.1,184.9
453.5494221,48593,10.4,0,51.3,4,73.9,22.3,128.7
453.5494221,48176,12.9,0,42.8,4.9,70.6,13.9,153.8
453.5494221,50162,10.9,378.3817872,43.5,5.7,70.1,15.6,176.7
453.5494221,76269,7.3,159.1565667,37.5,5,82.2,27.8,154.4
453.5494221,68777,7.6,0,37.9,3.5,81.8,18.1,153.6
453.5494221,52298,9.6,80.91706001,44.1,4.5,77.9,17.8,160.9
453.5494221,48163,13.5,1138.790036,46.7,4.2,72.1,12.8,158.9
453.5494221,52444,11.6,0,43,4.3,74.8,13.8,152.7
453.5494221,47203,12.5,65.33172182,44.6,4.9,70.3,11.5,164.1
453.5494221,60869,9.6,0,43,5.3,77.2,16.8,161.6
453.5494221,48179,10.5,0,46.3,3.6,73.5,14.6,159.9
453.5494221,64490,13,690.0222295,36.1,6,75.4,30.3,156.8
453.5494221,59900,8.4,0,45,4.9,76.7,14.9,141.8
453.5494221,47944,12.2,0,48,5,67.9,16.7,156
453.5494221,65342,7.8,0,39.5,7.3,75,12.8,177.3
453.5494221,48525,14.7,0,45.9,7.1,69.6,15.1,177.7
453.5494221,53700,9.8,0,43.4,3.2,80.4,14.2,130.4
453.5494221,48908,13.8,0,43.9,9.8,64.6,8,162.2
453.5494221,57405,11.5,1504.395656,39.9,4.8,70.7,15.1,147.5
453.5494221,50372,9.9,0,48.1,2.8,73.8,16.8,168.3
453.5494221,44113,15.3,0,47.4,7.8,62.3,13.5,173.3
453.5494221,48245,10.4,0,49.8,3.7,78.6,13.6,145.6
453.5494221,52381,10.5,0,50.2,4.8,71.9,15.5,164.5
453.5494221,44727,10.7,0,50.3,4.8,69.4,12.4,172.7
453.5494221,61665,8.9,36.14936919,41.3,5.3,78.7,15.4,166.9
453.5494221,48449,10.2,0,46.5,2.8,78.6,15.8,146.8
453.5494221,53552,11.5,0,35.1,5.3,76.7,18.6,163
453.5494221,60114,7.9,1586.329734,39.9,4.5,77.3,12.9,175.4
453.5494221,39926,19.6,0,36.3,9.2,47.9,9.8,215.7
453.5494221,54433,9.6,0,43.8,4.7,76.8,14.5,148.2
453.5494221,52042,12.2,49.94506043,45.4,3.5,72.5,15.1,162.5
453.5494221,54354,10,0,42,4.7,75.7,13.6,151.2
453.5494221,48434,12,0,40.3,7.7,69.7,10,190
453.5494221,50685,11.8,0,41.2,5.8,71.3,11.6,169.5
453.5494221,47537,12.1,0,39,6.5,73.4,13.8,155.6
453.5494221,52219,9.6,0,47.6,4.5,76.2,13,156.4
453.5494221,61279,10.2,0,35.7,4,80.7,22.3,133.3
453.5494221,50684,13,0,36.6,6.9,67.3,10.1,138.1
453.5494221,51597,13.4,0,45.4,5.1,70.3,12.4,169.9
453.5494221,69430,9.8,151.8793418,36.7,4.1,80.4,23.8,142.2
453.5494221,51510,11.2,346.5243607,46.7,4.4,74.7,17.2,156.9
453.5494221,50905,9.3,0,39.1,3,75.5,11.8,174.2
453.5494221,42157,17.5,0,43.7,7.4,68.4,9.1,161.7
453.5494221,47164,12.2,0,42.3,4.2,69.1,14,173
453.5494221,50175,12.7,0,38.9,4.6,72.5,16.3,184.4
453.5494221,51343,10.4,0,46.5,4.1,76.8,16.1,154.5
453.5494221,55070,16.5,535.1836814,34.6,7.1,68.8,24.4,166.5
453.5494221,48188,9.2,0,42.3,3.5,72.9,11.8,157.6
453.5494221,49934,12.4,0,43.2,4,71.6,13,180.7
453.5494221,54386,11.3,0,44.5,5,76.2,12.2,176.5
453.5494221,60317,13,0,36.4,5.6,78.4,17.6,168.4
453.5494221,55352,9.6,0,41.1,3.7,73.8,15,147
453.5494221,53838,9.2,0,41.2,2.7,80.4,14.2,158.2
453.5494221,49714,17,683.5269993,40.9,6.9,74,18.2,184.8
453.5494221,91688,5.5,444.7268107,35.5,4.6,85.5,28.1,153.9
453.5494221,76512,7.2,0,35.3,5.2,82.3,19.2,170.5
453.5494221,59893,9.2,0,41.4,5.5,76.6,12.8,181.7
453.5494221,55832,13.4,329.6532823,34,5,77.9,17.7,153.7
453.5494221,57850,10.9,0,39.8,4.9,76.1,18.7,145.9
453.5494221,55292,14.2,0,32.7,3.1,84.2,20.1,146.2
453.5494221,51032,10.8,0,44.5,3.9,72,12.6,162.3
453.5494221,43287,17.8,0,43,5.1,66.1,11,147.2
453.5494221,49536,12.2,0,48.4,2.9,75.8,13.3,132.3
453.5494221,58752,7.3,188.332784,43.8,3.6,77.8,14.6,160.2
453.5494221,41909,15.8,0,43.3,5.2,62.5,8.8,187.9
453.5494221,54183,10.1,0,39,4.6,77,15.4,163
453.5494221,84113,6,584.2676979,38.9,4.8,85.7,27.3,152.1
453.5494221,48658,10.4,0,39.6,2.9,69.4,12.5,159.7
453.5494221,54536,10.3,0,43.7,2,79.1,13.5,122.5
453.5494221,49365,15.8,19.65215682,33.9,6.2,78.2,18.5,166.8
453.5494221,76489,6,0,35.6,5.2,81.3,20.4,165.2
453.5494221,51028,11.2,0,43,3.4,74.5,12.1,151.9
